,no,case_number,property_type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image
763,764,2020-104911(1),아파트,서울특별시,중구,신당동,844,19동,2.0,203,남산타운아파트,서울특별시 중구 신당동 844외 1필지 남산타운아파트 제19동 제2층 제203호,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png
764,765,2020-5898(1),아파트,서울특별시,구로구,구로동,1280,104동,17.0,1701,한신휴플러스아파트,서울특별시 구로구 구로동 1280 한신휴플러스아파트 제104동 제17층 제1701호,2021-04-07,100,배당종결,0,668000000,668000000,732600000,110,1,28.5248,8.63,58.03,17.55,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/5898/48446_AUTO_508.jpg
765,766,2019-5844(1),아파트,서울특별시,성동구,옥수동,428,4동,1.0,103,옥수동극동아파트,서울특별시 성동구 옥수동 428 옥수동극동아파트 제4동 제1층 제103호,2021-04-05,100,배당종결,0,1250000000,1250000000,1625052090,130,14,69.64,21.07,142.26,43.03,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2019/5844/39924_AUTO_200.jpg
766,767,2020-2179(1),아파트,서울특별시,송파구,가락동,95-1,106동,15.0,1501,가락금호아파트,서울특별시 송파구 가락동 95-1외 1필지 가락금호아파트 제106동 제15층 제1501호,2021-04-05,100,배당종결,0,1025000000,1025000000,1179999000,115,6,17.886,5.41,59.91,18.12,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/2179/15725.jpg
767,768,2020-2780(2),아파트,서울특별시,송파구,문정동,645-2,,4.0,403,,서울특별시 송파구 문정동 645-2 에이치비지니스파크 제지4층 제씨-비403호,2021-04-05,100,배당종결,0,156000000,156000000,187200000,120,4,17.886,5.41,64.53,19.52,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/2780/15679.jpg
768,769,2019-107286(1),아파트,서울특별시,강서구,염창동,309,101동,12.0,1208,,서울특별시 강서구 염창동 309 이편한세상염창 제101동 제12층 제1208호,2021-04-05,100,배당종결,0,752000000,752000000,911440000,121,2,24.558,7.43,51.756,15.66,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/107286/15618_AUTO_33.jpg
769,770,2019-107286(2),아파트,서울특별시,강서구,염창동,309,105동,16.0,1602,,서울특별시 강서구 염창동 309 이편한세상염창 제105동 제16층 제1602호,2021-04-05,100,배당종결,0,1100000000,1100000000,1365000000,124,11,37.7252,11.41,84.9783,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/107286/15618_AUTO_33.jpg
770,771,2020-6365(1),아파트,서울특별시,강서구,등촌동,701,107동,3.0,302,등촌진로아파트,서울특별시 강서구 등촌동 701 등촌진로아파트 제107동 제3층 제302호,2021-04-05,100,매각,0,765000000,765000000,808000000,106,3,43.743,13.23,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/6365/18194.jpg
771,772,2020-7320(1),아파트,서울특별시,양천구,목동,902,220동,14.0,1401,목동신시가지아파트,서울특별시 양천구 목동 902 목동신시가지아파트 제220동 제14층 제1401호,2021-04-05,100,배당종결,0,1703000000,1703000000,1810300000,106,2,87.65,26.51,95.67,28.94,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/7320/18155.jpg
772,773,2020-101420(1),아파트,서울특별시,양천구,신월동,1055,101동,7.0,701,,서울특별시 양천구 신월동 1055 신정뉴타운두산위브 제101동 제7층 제701호,2021-04-05,100,배당종결,0,619000000,619000000,780250000,126,6,34.277,10.37,59.78,18.08,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/101420/150529.jpg
773,774,2019-110552(1),아파트,서울특별시,서초구,서초동,1671-5,,6.0,622,,서울특별시 서초구 서초동 1671-5 서초리시온 제6층 제622호,2021-04-01,100,배당종결,0,446000000,446000000,503300000,113,2,9.89,2.99,49.92,15.1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2019/110552/90325.jpg
774,775,2020-2356(1),아파트,서울특별시,강서구,화곡동,894-1,,8.0,802,산내들아파트,서울특별시 강서구 화곡동 894-1외 1필지 산내들아파트 제8층 제802호,2021-03-31,41,배당종결,4,186000000,76186000,85550000,46,1,8.76,2.65,27.77,8.4,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/2356/171049.jpg
775,776,2017-53322(1),아파트,서울특별시,마포구,서교동,485-17,,1.0,102,서교카라아파트,서울특별시 마포구 서교동 485-17외 2필지 서교카라아파트 제1층 제102호,2021-03-30,2,배당종결,3,176000000,90112000,103000000,59,1,8.76,2.65,82.3,24.9,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2017/53322/05275_AUTO_577.jpg
776,777,2017-53322(2),아파트,서울특별시,마포구,서교동,485-17,,1.0,103,,서울특별시 마포구 서교동 485-17외 2필지 제1층 제103호,2021-03-30,2,배당종결,3,176000000,90112000,103000000,59,1,8.76,2.65,82.3,24.9,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2017/53322/05275_AUTO_577.jpg
777,778,2020-52176(1),아파트,서울특별시,마포구,중동,390,104동,8.0,801,디엠씨마포청구아파트,서울특별시 마포구 중동 390외 1필지 디엠씨마포청구아파트 제104동 제8층 제801호,2021-03-30,100,배당종결,0,385000000,385000000,467999000,122,7,14.225,4.3,42.3,12.8,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/52176/86385.jpg
778,779,2020-54080(1),아파트,서울특별시,마포구,창전동,438,103동,6.0,701,신촌금호아파트,서울특별시 마포구 창전동 438 신촌금호아파트 제103동 제6층 제701호,2021-03-30,100,배당종결,0,905000000,905000000,963987360,107,3,34.55,10.45,84.95,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/54080/84091.jpg
779,780,2020-53337(1),아파트,서울특별시,송파구,방이동,212-8,103동,3.0,307,코오롱아파트,서울특별시 송파구 방이동 212-8외 1필지 코오롱아파트 제103동 제3층 제307호,2021-03-29,100,배당종결,0,1080000000,1080000000,1485300000,138,15,38.06,11.51,84.95,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/53337/268299.jpg
780,781,2019-109169(3),아파트,서울특별시,강서구,방화동,841,102동,1.0,105,장미아파트,서울특별시 강서구 방화동 841 장미아파트 제102동 제1층 제105호,2021-03-24,100,배당종결,0,344000000,344000000,467000000,136,5,32.552,9.85,49.2,14.88,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/109169/27016_AUTO_11.jpg
781,782,2019-109169(6),아파트,서울특별시,강서구,등촌동,702,1005동,1.0,102,등촌10단지주공아파트,서울특별시 강서구 등촌동 702 등촌10단지주공아파트 제1005동 제1층 제102호,2021-03-24,100,배당종결,0,578000000,578000000,735373000,127,4,32.97,9.97,58.14,17.59,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/109169/33139_AUTO_19.jpg
782,783,2020-105965(1),아파트,서울특별시,영등포구,여의도동,21-2,,9.0,909,공작아파트,서울특별시 영등포구 여의도동 21-2 공작아파트 제에이동 제9층 제909호,2021-03-24,100,배당종결,0,350000000,350000000,350000000,100,1,9.616,2.91,22.913,6.93,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/105965/61969.jpg
783,784,2020-106498(1),아파트,서울특별시,동작구,상도동,533,208동,14.0,1401,,서울특별시 동작구 상도동 533 힐스테이트상도프레스티지 제208동 제14층 제1401호,2021-03-23,100,배당종결,0,1216000000,1216000000,1334612600,110,6,54.076,16.36,84.884,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/106498/59227_AUTO_711.jpg
784,785,2020-2799(1),아파트,서울특별시,서대문구,연희동,105-4,,2.0,203,은하아파트,서울특별시 서대문구 연희동 105-4 은하아파트 제2층 제203호,2021-03-23,100,배당종결,0,215000000,215000000,235700000,110,1,20.99,6.35,49.59,15.0,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/2799/44549.jpg
785,786,2020-54530(1),아파트,서울특별시,은평구,수색동,416-1,106동,11.0,1103,,서울특별시 은평구 수색동 416-1 수색진흥엣세벨 제106동 제11층 제1103호,2021-03-23,100,배당종결,0,599000000,599000000,648900000,108,2,29.11,8.81,57.5033,17.39,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/54530/43348.jpg
786,787,2019-8252(1),아파트,서울특별시,노원구,상계동,1128,101동,2.0,201,극동늘푸른아파트,서울특별시 노원구 상계동 1128 극동늘푸른아파트 제101동 제2층 제201호,2021-03-22,100,배당종결,0,472000000,472000000,665000000,141,12,41.616,12.59,84.514,25.57,http://img1.speedauction.co.kr/new_gamimg/2020/A05/2019/8252/29941.jpg
787,788,2020-3093(1),아파트,서울특별시,노원구,공릉동,715,302동,1.0,105,공릉3단지아파트,서울특별시 노원구 공릉동 715 공릉3단지아파트 제302동 제1층 제105호,2021-03-22,100,배당종결,0,322000000,322000000,478310000,149,13,31.713,9.59,49.5,14.97,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/3093/182366.jpg
788,789,2020-104088(1),아파트,서울특별시,성북구,정릉동,1028,108동,7.0,702,,서울특별시 성북구 정릉동 1028 정릉이편한세상 제108동 제7층 제702호,2021-03-22,100,배당종결,0,351000000,351000000,361001000,103,2,28.215,8.54,57.28,17.33,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/104088/183387.jpg
789,790,2020-106534(1),아파트,서울특별시,성북구,삼선동,3,,2.0,202,제일아파트,서울특별시 성북구 삼선동3가 23 제일아파트 제2층 제202호,2021-03-22,100,배당종결,0,148000000,148000000,148000000,100,1,13.833,4.18,28.313,8.56,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/106534/183108.jpg
790,791,2020-7207(1),아파트,서울특별시,금천구,시흥동,5-13,106동,19.0,1902,삼익아파트,서울특별시 금천구 시흥동 5-13외 1필지 삼익아파트 제106동 제19층 제1902호,2021-03-17,100,배당종결,0,560000000,560000000,560480000,100,1,41.96,12.69,114.48,34.63,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/7207/61654.jpg
791,792,2020-110714(1),아파트,서울특별시,구로구,구로동,1265,108동,2.0,202,구로두산아파트,서울특별시 구로구 구로동 1265외 3필지 구로두산아파트 제108동 제2층 제202호,2021-03-17,100,배당종결,0,448000000,448000000,486770000,109,4,16.87,5.1,44.64,13.5,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/110714/33977_AUTO_289.jpg
792,793,2020-52749(1),아파트,서울특별시,서대문구,홍제동,131-2,,3.0,302,,서울특별시 서대문구 홍제동 131-2 제니스 제3층 제302호,2021-03-16,100,배당종결,0,488000000,488000000,527273350,108,2,29.8,9.01,73.27,22.16,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/52749/29089.jpg
793,794,2020-53049(1),아파트,서울특별시,은평구,대조동,4-8,,5.0,502,,서울특별시 은평구 대조동 4-8외 1필지 대조리치빌3 제5층 제502호,2021-03-16,64,배당종결,2,212000000,135680000,181700000,86,1,10.62,3.21,42.71,12.92,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2020/53049/102018.jpg
794,795,2020-53094(1),아파트,서울특별시,용산구,제104동,11,,,1104,,서울특별시 용산구 한강로3가 91 한강로우림필유아파트 제104동 제11층 제1104호,2021-03-16,100,배당종결,0,1270000000,1270000000,1412000000,111,6,53.6485,16.23,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/53094/28591.jpg
795,796,2020-53674(1),아파트,서울특별시,서대문구,홍은동,456,102동,10.0,1002,두산아파트,서울특별시 서대문구 홍은동 456 두산아파트 제102동 제10층 제1002호,2021-03-16,100,배당종결,0,543000000,543000000,682700000,126,13,31.69,9.59,84.84,25.66,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/53674/28160.jpg
796,797,2019-55696(1),아파트,서울특별시,성동구,옥수동,100,101동,2.0,202,옥수하이츠아파트,서울특별시 성동구 옥수동 100외 1필지 옥수하이츠아파트 제101동 제2층 제202호,2021-03-15,100,배당종결,0,1420000000,1420000000,1721300000,121,11,65.43,19.79,114.78,34.72,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2019/55696/37530_AUTO_700.jpg
797,798,2020-1602(1),아파트,서울특별시,강동구,암사동,672,,3.0,306,,서울특별시 강동구 암사동 672 효정하나플러스 제3층 제306호,2021-03-15,100,배당종결,0,487000000,487000000,600000000,123,7,42.9307,12.99,81.46,24.64,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1602/93475.jpg
798,799,2020-105043(1),아파트,서울특별시,노원구,하계동,273,602동,9.0,911,장미아파트,서울특별시 노원구 하계동 273 장미아파트 제602동 제9층 제911호,2021-03-15,100,배당종결,0,465000000,465000000,616790000,133,17,32.65,9.88,49.5,14.97,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/105043/88103.jpg
799,800,2020-3055(1),아파트,서울특별시,노원구,상계동,1282,204동,22.0,2202,상계2차중앙하이츠아파트,서울특별시 노원구 상계동 1282 상계2차중앙하이츠아파트 제204동 제22층 제2202호,2021-03-08,100,배당종결,0,613000000,613000000,738800000,121,5,26.95,8.15,84.6,25.59,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/3055/04024_AUTO_434.jpg
800,801,2020-3239(1),아파트,서울특별시,노원구,중계동,578,115동,8.0,811,현대그룹중계동주택조합2차아파트,서울특별시 노원구 중계동 578 현대그룹중계동주택조합2차아파트 제115동 제8층 제811호,2021-03-08,100,배당종결,0,491000000,491000000,623000777,127,9,55.95,16.92,84.78,25.65,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/3239/02579_AUTO_443.jpg
801,802,2020-102723(1),아파트,서울특별시,도봉구,방학동,508,102동,1.0,103,우성2차아파트,서울특별시 도봉구 방학동 508 우성2차아파트 제102동 제1층 제103호,2021-03-08,100,배당종결,0,383000000,383000000,487000777,127,6,34.66,10.48,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2020/A05/2020/102723/200055.jpg
802,803,2020-104743(1),아파트,서울특별시,노원구,하계동,270,102동,15.0,1503,현대아파트,서울특별시 노원구 하계동 270 현대아파트 제102동 제15층 제1503호,2021-03-08,100,배당종결,0,810000000,810000000,1089450000,135,6,46.69,14.12,84.95,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/104743/06087_AUTO_1595.jpg
803,804,2019-9829(1),아파트,서울특별시,중구,,5,,6.0,609,,서울특별시 중구 충무로5가 36-2 충무로엘크루메트로시티2 제6층 제609호,2021-03-03,80,배당종결,1,320000000,256000000,305550000,95,5,7.7909,2.36,35.55,10.75,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2019/9829/29914_AUTO_237.jpg
804,805,2020-2121(1),아파트,서울특별시,동작구,대방동,501,110동,11.0,1105,대림아파트,서울특별시 동작구 대방동 501 대림아파트 제110동 제11층 제1105호,2021-03-03,100,배당종결,0,1474000000,1474000000,1499999999,102,3,58.38,17.66,134.25,40.61,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/2121/62586.jpg
805,806,2020-103871(1),아파트,서울특별시,강남구,개포동,1280,201동,6.0,611,,서울특별시 강남구 개포동 1280 래미안블레스티지 제201동 제6층 제611호,2021-03-03,100,배당종결,0,1650000000,1650000000,1889999999,115,2,31.805,9.62,59.888,18.12,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/103871/62128.jpg
806,807,2020-1852(1),아파트,서울특별시,관악구,봉천동,1703,103동,,2101,성현동아아파트,서울특별시 관악구 봉천동 1703 성현동아아파트 제103동 제2101호,2021-03-02,100,배당종결,0,830000000,830000000,1011000000,122,7,43.87,13.27,114.69,34.69,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/1852/25281_AUTO_373.jpg
807,808,2019-3661(1),아파트,서울특별시,종로구,평창동,108,101동,8.0,801,,서울특별시 종로구 평창동 108외 1필지 평창동 롯데캐슬 로잔 제101동 제8층 제801호,2021-02-25,64,배당종결,2,1930000000,1235200000,1619900000,84,18,158.61,47.98,239.484,72.44,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2019/3661/42134_AUTO_833.jpg
808,809,2020-2295(1),아파트,서울특별시,구로구,구로동,314,1동,11.0,1105,극동아파트,서울특별시 구로구 구로동 314외 2필지 극동아파트 제1동 제11층 제1105호,2021-02-24,100,배당종결,0,442000000,442000000,545777000,123,9,41.61,12.59,82.17,24.86,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/2295/94831.jpg
809,810,2020-101680(1),아파트,서울특별시,강서구,화곡동,981-1,,12.0,1206,,서울특별시 강서구 화곡동 981-1외 2필지 서광프리메라 제12층 제1206호,2021-02-24,80,배당종결,1,479000000,383200000,505610000,106,15,13.82,4.18,83.7,25.32,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/101680/108835.jpg
810,811,2020-51722(1),아파트,서울특별시,은평구,녹번동,71-8,1동,6.0,603,청솔아파트,서울특별시 은평구 녹번동 71-8외 2필지 청솔아파트 제1동 제6층 제603호,2021-02-23,80,배당종결,1,330000000,264000000,430370000,130,11,36.2,10.95,82.27,24.89,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2020/51722/91598.jpg
811,812,2020-5232(1),아파트,서울특별시,강서구,방화동,863,201동,3.0,304,마곡현대아파트,서울특별시 강서구 방화동 863외 1필지 마곡현대아파트 제201동 제3층 제304호,2021-02-23,100,배당종결,0,589000000,589000000,689130000,117,6,28.84,8.72,84.95,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/5232/54048.jpg
812,813,2019-9676(1),아파트,서울특별시,동작구,사당동,1157,106동,7.0,704,이수역리가아파트,서울특별시 동작구 사당동 1157 이수역리가아파트 제106동 제7층 제704호,2021-02-18,100,배당종결,0,1200000000,1200000000,1459800000,122,6,47.5251,14.38,84.9827,25.71,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2019/9676/58639.jpg
813,814,2019-9676(2),아파트,서울특별시,동작구,사당동,1157,107동,11.0,1101,이수역리가아파트,서울특별시 동작구 사당동 1157 이수역리가아파트 제107동 제11층 제1101호,2021-02-18,100,배당종결,0,1240000000,1240000000,1405990000,113,9,47.5251,14.38,84.9827,25.71,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2019/9676/58657.jpg
814,815,2019-105826(1),아파트,서울특별시,중구,인현동,2,,10.0,1010,,서울특별시 중구 인현동2가 192-30 제10층 제1010호,2021-02-18,100,배당종결,0,292000000,292000000,363000000,124,1,5.26,1.59,64.26,19.44,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2019/105826/60625.jpg
815,816,2020-2790(1),아파트,서울특별시,양천구,신월동,48-13,,4.0,404,신라이프아파트,서울특별시 양천구 신월동 48-13 신라이프아파트 제4층 제404호,2021-02-17,80,배당종결,1,182000000,145600000,199199000,109,5,23.88,7.22,58.32,17.64,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/2790/116418.jpg
816,817,2020-6556(1),아파트,서울특별시,강서구,방화동,871,102동,2.0,202,방신서광아파트,서울특별시 강서구 방화동 871 방신서광아파트 제102동 제2층 제202호,2021-02-17,100,배당종결,0,624000000,624000000,675000000,108,3,48.487,14.67,113.338,34.28,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/6556/44643.jpg
817,818,2020-108209(1),아파트,서울특별시,양천구,신월동,529-2,,4.0,402,세제뉴타운아파트,서울특별시 양천구 신월동 529-2 세제뉴타운아파트 제4층 제402호,2021-02-17,100,배당종결,0,300000000,300000000,300500000,100,1,24.398,7.38,57.32,17.34,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/108209/45655.jpg
818,819,2020-52671(1),아파트,서울특별시,용산구,이촌동,415,106동,2.0,202,한강대우아파트,서울특별시 용산구 이촌동 415외 6필지 한강대우아파트 제106동 제2층 제202호,2021-02-16,100,배당종결,0,1610000000,1610000000,1783100000,111,3,28.4187,8.6,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/52671/22980.jpg
