,no,case_number,property_type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image
188,189,2021-104818(1),아파트,서울특별시,동대문구,장안동,336,117동,21.0,2101,장안현대홈타운,"서울특별시 동대문구 장안동 336 117동 21층2101호 (장안동,장안현대홈타운)",2023-04-19,64,배당종결,2,1075000000,688000000,788890000,73,5,34.022,10.29,84.87,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104818/17362.jpg
189,190,2022-3241(1),아파트,서울특별시,강남구,세곡동,579,109동,2.0,204,강남엘에이치1단지,"서울특별시 강남구 세곡동 579 109동 2층204호 (세곡동,강남엘에이치1단지)",2023-04-18,64,배당종결,2,1730000000,1107200000,1300080000,75,7,66.6691,20.17,84.84,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3241/79270.jpg
190,191,2022-101908(1),아파트,서울특별시,강북구,수유동,739,,2.0,203,북한산스카이뷰아파트,"서울특별시 강북구 수유동 739 2층203호 (수유동,북한산스카이뷰아파트)",2023-04-18,80,배당종결,1,451000000,360800000,360900000,80,1,38.53,11.66,64.5,19.51,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/101908/92948.jpg
191,192,2021-1623(1),아파트,서울특별시,강동구,둔촌동,603,4동,6.0,603,프라자아파트,"서울특별시 강동구 둔촌동 603 4동 6층603호 (둔촌동,프라자아파트)",2023-04-17,100,배당종결,0,98000000,98000000,99220000,101,1,6.7,2.03,10.907,3.3,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/1623/13298_AUTO_295.jpg
192,193,2022-105741(1),아파트,서울특별시,서초구,방배동,807-5,,7.0,702,,서울특별시 서초구 방배동 807-5 노블하임 7층702호,2023-04-13,64,배당종결,2,1800000000,1152000000,1163000000,65,1,59.9815,18.14,121.385,36.72,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/105741/259292.jpg
193,194,2022-103741(1),아파트,서울특별시,금천구,시흥동,1013,505동,19.0,1904,벽산아파트,"서울특별시 금천구 시흥동 1013 제505동 제19층 제1904호 (시흥동, 벽산아파트)",2023-04-13,64,배당종결,2,750000000,480000000,487777777,65,3,36.68,11.1,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/103741/36334_AUTO_63.jpg
194,195,2022-104663(1),아파트,서울특별시,강남구,청담동,127-31,102동,10.0,1002,청담현대3차아파트,"서울특별시 강남구 청담동 127-31 102동 10층1002호 (청담동,청담현대3차아파트)",2023-04-11,64,배당종결,2,2810000000,1798400000,2001110000,71,2,31.822,9.63,85.0,25.71,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/104663/205580.jpg
195,196,2021-1920(1),아파트,서울특별시,송파구,풍납동,509,101동,17.0,1706,씨티극동아파트,"서울특별시 송파구 풍납동 509 101동 17층1706호 (풍납동,씨티극동아파트)",2023-04-10,64,배당종결,2,2000000000,1280000000,1570000000,79,8,68.17,20.62,162.4,49.13,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/1920/566962.jpg
196,197,2022-107846(1),아파트,서울특별시,강남구,청담동,116-10,,3.0,302,상지리츠빌9차,"서울특별시 강남구 청담동 116-10 3층302호 (청담동,상지리츠빌9차)",2023-04-05,64,배당종결,2,3640000000,2329600000,3113800000,86,33,83.93,25.39,200.88,60.77,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107846/79406.jpg
197,198,2021-105139(1),아파트,서울특별시,금천구,가산동,148-1,101동,10.0,1009,덕산아파트,"서울특별시 금천구 가산동 148-1 제101동 제10층 제1009호 (가산동, 덕산아파트)",2023-04-05,80,배당종결,1,423000000,338400000,386000000,91,13,30.11,9.11,59.97,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2021/105139/73146.jpg
198,199,2021-111653(1),아파트,서울특별시,양천구,신정동,1296,106동,9.0,902,신정동아이파크,"서울특별시 양천구 신정동 1296 제106동 제9층 제902호 (신정동, 신정동아이파크)",2023-04-05,80,배당종결,1,2033000000,1626400000,1728150000,85,3,44.509,13.46,114.756,34.71,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2021/111653/73372.jpg
199,200,2021-50809(1),아파트,서울특별시,송파구,문정동,150,107동,11.0,1102,올림픽훼밀리타운아파트,서울특별시 송파구 문정동 150 올림픽훼밀리타운아파트 107동 11층1102호,2023-04-03,64,배당종결,2,2350000000,1504000000,1881000000,80,7,73.362,22.19,136.325,41.24,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2021/50809/416886.jpg
200,201,2022-51397(1),아파트,서울특별시,강동구,고덕동,688,123동,9.0,909,래미안힐스테이트고덕,"서울특별시 강동구 고덕동 688 123동 9층909호 (고덕동,래미안힐스테이트고덕)",2023-04-03,64,배당종결,2,1740000000,1113600000,1247570000,72,7,46.14,13.96,84.9,25.68,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2022/51397/652039.jpg
201,202,2021-103744(1),아파트,서울특별시,영등포구,여의도동,50,7동,,25,,서울특별시 영등포구 여의도동 50 제7동 제25호,2023-03-29,80,배당종결,1,2016000000,1612800000,2030000000,101,11,69.82,21.12,118.12,35.73,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/103744/123110.jpg
202,203,2022-2156(1),아파트,서울특별시,강남구,논현동,194-23,101동,6.0,602,논현동2차한화꿈에그린아파트,"서울특별시 강남구 논현동 194-23 101동 6층602호 (논현동,논현동2차한화꿈에그린아파트)",2023-03-28,64,배당종결,2,1750000000,1120000000,1326600000,76,3,62.1732,18.81,117.335,35.49,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/2156/59312_AUTO_59.jpg
203,204,2022-101800(1),아파트,서울특별시,종로구,숭인동,2-1,101동,7.0,704,종로센트레빌,"서울특별시 종로구 숭인동 2-1 101동 7층704호 (숭인동,종로센트레빌)",2023-03-28,64,배당종결,2,1007000000,644480000,763000000,76,8,40.1291,12.14,59.92,18.13,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101800/05536_AUTO_66.jpg
204,205,2022-107709(1),아파트,서울특별시,관악구,신림동,1474-6,,3.0,301,삼성 아파트,"서울특별시 관악구 신림동 1474-6 3층301호 (신림동,삼성 아파트)",2023-03-28,64,배당종결,2,92314490,59082000,71400000,77,2,3.41,1.03,10.831,3.28,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/107709/263367.jpg
205,206,2020-54509(1),아파트,서울특별시,은평구,대조동,14-320,,2.0,202,유성아이비아파트,"서울특별시 은평구 대조동 14-320 제2층 제202호 (대조동,유성아이비아파트)",2023-03-28,6,배당종결,11,201000000,17266000,18500000,9,1,9.98,3.02,41.55,12.57,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/54509/26366.jpg
206,207,2022-100608(1),아파트,서울특별시,노원구,상계동,458,8동,4.0,405,한신아파트,"서울특별시 노원구 상계동 458 8동 4층405호 (상계동,한신아파트)",2023-03-28,64,배당종결,2,575000000,368000000,401100000,70,2,34.22,10.35,60.44,18.28,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/100608/184704.jpg
207,208,2021-1944(1),아파트,서울특별시,송파구,가락동,176,8동,4.0,404,삼환가락아파트,"서울특별시 송파구 가락동 176 8동 4층404호 (가락동,삼환가락아파트)",2023-03-27,64,배당종결,2,1620000000,1036800000,1173000000,72,3,55.61,16.82,84.704,25.62,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/1944/636576.jpg
208,209,2022-1603(1),아파트,서울특별시,관악구,봉천동,100-20,,7.0,704,더갤러리테라스,"서울특별시 관악구 봉천동 100-20 7층704호 (봉천동,더갤러리테라스)",2023-03-22,2,배당종결,3,389000000,199168000,297500000,76,7,30.63,9.27,35.98,10.88,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1603/35956_AUTO_56.jpg
209,210,2021-116382(1),아파트,서울특별시,양천구,신정동,1278,101동,9.0,902,목동삼성아파트,"서울특별시 양천구 신정동 1278 제101동 제9층 제902호 (목동, 목동삼성아파트)",2023-03-22,64,배당종결,2,850000000,544000000,563999888,66,2,22.86,6.92,57.465,17.38,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/116382/234799.jpg
210,211,2022-102789(1),아파트,서울특별시,동대문구,장안동,363-11,,2.0,201,정암아파트,"서울특별시 동대문구 장안동 363-11 2층201호 (장안동,정암아파트)",2023-03-22,64,배당종결,2,509000000,325760000,416500000,82,12,49.378,14.94,84.95,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/102789/89559.jpg
211,212,2021-2611(1),아파트,서울특별시,은평구,대조동,9-21,101동,2.0,202,모아아파트,"서울특별시 은평구 대조동 9-21 101동 2층202호 (대조동,모아아파트)",2023-03-21,8,배당종결,8,348000000,58385000,71230000,20,2,16.22,4.91,68.14,20.61,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2611/51926.jpg
212,213,2022-1431(1),아파트,서울특별시,마포구,용강동,500,101동,,1101,마포대림1차아파트,"서울특별시 마포구 용강동 500 101동 1101호 (용강동,마포대림1차아파트)",2023-03-21,80,배당종결,1,1920000000,1536000000,1651110000,86,1,52.53,15.89,131.85,39.88,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/1431/21946_AUTO_28.jpg
213,214,2022-53845(1),아파트,서울특별시,은평구,녹번동,182,,6.0,601,거장카운티,"서울특별시 은평구 녹번동 182 6층601호 (녹번동,거장카운티)",2023-03-21,80,배당종결,1,238000000,190400000,190400000,80,1,6.38,1.93,19.35,5.85,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/53845/90966.jpg
214,215,2022-54350(1),아파트,서울특별시,서대문구,남가좌동,387,101동,6.0,611,디엠씨엘가101동,"서울특별시 서대문구 남가좌동 387 6층611호 (남가좌동,디엠씨엘가101동)",2023-03-21,80,배당종결,1,242000000,193600000,193600000,80,1,9.44,2.86,17.23,5.21,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/54350/90674.jpg
215,216,2022-388(1),아파트,서울특별시,동대문구,장안동,580,,12.0,1206,위더스빌,"서울특별시 동대문구 장안동 580 씨동 12층1206호 (장안동,위더스빌)",2023-03-21,64,배당종결,2,882000000,564480000,671880000,76,7,23.5239,7.12,84.85,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/388/167702.jpg
216,217,2022-105871(1),아파트,서울특별시,관악구,신림동,1693,107동,6.0,603,국제산장아파트,"서울특별시 관악구 신림동 1693 107동 6층603호 (신림동,국제산장아파트)",2023-03-16,64,배당종결,2,525200000,336128000,391120000,74,3,31.89,9.65,59.94,18.13,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/105871/185495.jpg
217,218,2020-1883(2),아파트,서울특별시,서초구,양재동,286-6,,5.0,401,양재테크노아파트,"서울특별시 서초구 양재동 286-6 양재테크노아파트 제4,5층 제401호",2023-03-16,64,배당종결,2,1328000000,849920000,391120000,74,3,65.94,19.95,133.4,40.35,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/1883/123057.jpg
218,219,2022-105574(1),아파트,서울특별시,관악구,봉천동,1718,206동,8.0,806,벽산블루밍,"서울특별시 관악구 봉천동 1718 206동 8층806호 (봉천동,벽산블루밍)",2023-03-16,64,배당종결,2,825000000,528000000,588300000,71,11,20.41,6.17,59.99,18.15,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/105574/185502.jpg
219,220,2022-104720(1),아파트,서울특별시,구로구,고척동,339,108동,6.0,603,고척파크푸르지오,"서울특별시 구로구 고척동 339 제108동 제6층 제603호 (고척동, 고척파크푸르지오)",2023-03-16,64,배당종결,2,1330000000,851200000,992500000,75,16,87.982,26.61,114.99,34.78,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/104720/44788_AUTO_48.jpg
220,221,2021-110226(1),아파트,서울특별시,강북구,미아동,4,104동,10.0,1004,꿈의숲 롯데캐슬,"서울특별시 강북구 미아동 4 104동 10층1004호 (미아동,꿈의숲 롯데캐슬)",2023-03-15,64,배당종결,2,981000000,627840000,669010000,68,1,44.63,13.5,59.97,18.14,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/110226/92513.jpg
221,222,2022-166(1),아파트,서울특별시,중랑구,면목동,1520,101동,9.0,904,일신강변아파트,"서울특별시 중랑구 면목동 1520 101동 9층904호 (면목동,일신강변아파트)",2023-03-15,2,배당종결,3,690000000,353280000,478880000,69,19,23.45,7.09,59.6,18.03,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/166/114632.jpg
222,223,2022-1306(1),아파트,서울특별시,서초구,서초동,1644,301동,3.0,306,서초3차현대아파트,"서울특별시 서초구 서초동 1644 301동 3층306호 (서초동,서초3차현대아파트)",2023-03-14,64,배당종결,2,1500000000,960000000,1233121300,82,21,35.96,10.88,83.25,25.18,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1306/115152.jpg
223,224,2022-2941(1),아파트,서울특별시,강남구,개포동,187,502동,7.0,704,개포주공아파트,서울특별시 강남구 개포동 187 개포주공아파트 제502동 제7층 제704호,2023-03-14,80,배당종결,1,2640000000,2112000000,2300000000,87,1,61.98,18.75,74.25,22.46,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/2941/133221.jpg
224,225,2022-101909(1),아파트,서울특별시,서초구,양재동,19,,3.0,303,해청아파트,"서울특별시 서초구 양재동 19 3층303호 (양재동,해청아파트)",2023-03-14,2,배당종결,3,1640000000,839680000,1105900000,67,29,61.57,18.62,160.46,48.54,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101909/97148.jpg
225,226,2021-57628(1),아파트,서울특별시,은평구,진관동,6,703동,6.0,608,은평뉴타운 상림마을,"서울특별시 은평구 진관동 6 703동 6층608호 (진관동,은평뉴타운 상림마을)",2023-03-14,64,배당종결,2,908000000,581120000,678000000,75,3,71.081,21.5,84.79,25.65,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/57628/135518.jpg
226,227,2022-51306(1),아파트,서울특별시,은평구,응암동,760,209동,15.0,1502,백련산힐스테이트2차,"서울특별시 은평구 응암동 760 209동 15층1502호 (응암동,백련산힐스테이트2차)",2023-03-14,64,배당종결,2,1050000000,672000000,733000901,70,3,48.04,14.53,84.37,25.52,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/51306/183456.jpg
227,228,2022-55711(1),아파트,서울특별시,용산구,용산동,5,,,,아스테리움용산,"서울특별시 용산구 한강로2가 419 17층에이-1701호 (용산동5가,아스테리움용산)",2023-03-14,80,배당종결,1,1500000000,1200000000,1200000000,80,1,10.105,3.06,60.585,18.33,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55711/31785_AUTO_116.jpg
228,229,2021-103126(1),아파트,서울특별시,구로구,구로동,1260,101동,5.0,505,이화우성아파트,"서울특별시 구로구 구로동 1260 제101동 제5층 제505호 (구로동, 이화우성아파트)",2023-03-14,80,배당종결,1,874000000,699200000,773110000,88,3,38.69,11.7,114.92,34.76,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/103126/197615.jpg
229,230,2021-110803(1),아파트,서울특별시,양천구,신월동,1063,102동,17.0,1701,신정뉴타운롯데캐슬,"서울특별시 양천구 신월동 1063 제102동 제17층 제1701호 (신월동, 신정뉴타운롯데캐슬)",2023-03-14,2,배당종결,3,1080000000,552960000,675000000,63,10,43.0938,13.04,76.4694,23.13,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110803/129591.jpg
230,231,2022-101882(1),아파트,서울특별시,강서구,등촌동,702,1002동,12.0,1206,등촌10단지주공아파트,"서울특별시 강서구 등촌동 702 제1002동 제12층 제1206호 (등촌동, 등촌10단지주공아파트)",2023-03-14,64,배당종결,2,280000000,179200000,191130000,68,2,9.42,2.85,16.6114,5.02,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/101882/14777_AUTO_108.jpg
231,232,2022-102106(1),아파트,서울특별시,금천구,제102동,35,,,3502,금천롯데캐슬골드파크1차,"서울특별시 금천구 벚꽃로 40, 제102동 제35층 제3502호 (독산동, 금천롯데캐슬골드파크1차)",2023-03-14,64,매각,2,1560000000,998400000,1060809000,68,1,46.7919,14.15,101.823,30.8,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/102106/223578.jpg
232,233,2022-102250(1),아파트,서울특별시,구로구,구로동,1281,103동,9.0,902,한일유앤아이아파트,"서울특별시 구로구 구로동 1281 제103동 제9층 제902호 (구로동, 한일유앤아이아파트)",2023-03-14,64,배당종결,2,833000000,533120000,616599900,74,9,35.447,10.72,84.962,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/102250/223608.jpg
233,234,2022-100295(1),아파트,서울특별시,노원구,상계동,670,915동,5.0,513,상계주공아파트,"서울특별시 노원구 상계동 670 915동 5층513호 (상계동,상계주공아파트)",2023-03-14,64,배당종결,2,630000000,403200000,437700000,69,2,28.54,8.63,45.9,13.88,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/100295/231637.jpg
234,235,2021-51840(1),아파트,서울특별시,광진구,자양동,813,101동,14.0,1401,광진하우스토리한강,"서울특별시 광진구 자양동 813 101동 14층1401호 (자양동,광진하우스토리한강)",2023-03-13,80,배당종결,1,1950000000,1560000000,1784250000,92,5,70.1759,21.23,141.54,42.82,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2021/51840/436484.jpg
235,236,2022-1234(1),아파트,서울특별시,양천구,신월동,413-3,,2.0,2,,서울특별시 양천구 신월동 413-3 제2층 제2호,2023-03-09,80,배당종결,1,255000000,204000000,204500000,80,1,35.17,10.64,69.68,21.08,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/1234/141550.jpg
236,237,2022-101202(1),아파트,서울특별시,강서구,등촌동,510-7,,5.0,504,해태골든팰리스,"서울특별시 강서구 등촌동 510-7 제5층 제504호 (등촌동, 해태골든팰리스)",2023-03-09,64,배당종결,2,702000000,449280000,491777000,70,2,35.88,10.85,78.56,23.76,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/101202/229953.jpg
237,238,2022-106560(1),아파트,서울특별시,서초구,반포동,18-1,106동,18.0,1801,래미안퍼스티지,"서울특별시 서초구 반포동 18-1 106동 18층1801호 (반포동,래미안퍼스티지)",2023-03-08,64,배당종결,2,3000000000,1920000000,2203800000,73,6,32.1602,9.73,59.96,18.14,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/106560/46234_AUTO_17.jpg
238,239,2022-107907(1),아파트,서울특별시,강남구,도곡동,957-11,,12.0,1203,극동스타클래스,"서울특별시 강남구 도곡동 957-11 12층1203호 (도곡동,극동스타클래스)",2023-03-08,80,매각,1,1846000000,1476800000,1481517000,80,1,17.848,5.4,112.75,34.11,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107907/79426.jpg
239,240,2022-103799(1),아파트,서울특별시,동대문구,회기동,65,8동,1.0,102,청량리신현대아파트,"서울특별시 동대문구 회기동 65 8동 1층102호 (회기동,청량리신현대아파트)",2023-03-08,80,배당종결,1,800000000,640000000,648000000,81,2,46.77,14.15,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103799/83100.jpg
240,241,2022-1404(1),아파트,서울특별시,도봉구,도봉동,30-1,115동,9.0,904,도봉한신아파트,"서울특별시 도봉구 도봉동 30-1 115동 9층904호 (도봉동,도봉한신아파트)",2023-03-07,64,배당종결,2,360000000,230400000,231700000,64,1,17.0235,5.15,42.47,12.85,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/1404/57697_AUTO_151.jpg
241,242,2022-1081(1),아파트,서울특별시,구로구,개봉동,70-12,,15.0,1506,동도센트리움아파트,"서울특별시 구로구 개봉동 70-12 제15층 제1506호 (개봉동, 동도센트리움아파트)",2023-02-22,2,배당종결,3,847000000,433664000,523889900,62,10,23.2418,7.03,116.276,35.17,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/1081/130149.jpg
242,243,2022-106584(1),아파트,서울특별시,동작구,사당동,1155,105동,1.0,105,사당유니드,"서울특별시 동작구 사당동 1155 105동 1층105호 (사당동,사당유니드)",2023-02-21,64,배당종결,2,869000000,556160000,721990000,83,14,52.26,15.81,66.11,20.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/106584/205725.jpg
243,244,2021-50627(3),아파트,서울특별시,마포구,성산동,114-3,,,901,성일아파트,"서울특별시 마포구 성산동 114-3 901호 (성산동,성일아파트)",2023-02-21,100,배당종결,0,338000000,338000000,350010000,104,1,21.934,6.64,62.55,18.92,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/50627/101983.jpg
244,245,2022-1264(1),아파트,서울특별시,서대문구,홍제동,455,102동,9.0,906,현대그린아파트,"서울특별시 서대문구 홍제동 455 102동 9층906호 (홍제동,현대그린아파트)",2023-02-21,64,배당종결,2,832000000,532480000,571000000,69,4,36.41,11.01,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/1264/119962.jpg
245,246,2022-2435(1),아파트,서울특별시,구로구,개봉동,492,109동,7.0,705,개봉푸르지오,"서울특별시 구로구 개봉동 492 제109동 제7층 제705호 (개봉동, 개봉푸르지오)",2023-02-21,64,배당종결,2,997000000,638080000,751888000,75,5,36.9771,11.19,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/2435/153517.jpg
246,247,2021-4505(1),아파트,서울특별시,도봉구,창동,808,110동,6.0,601,동아청솔아파트,"서울특별시 도봉구 창동 808 110동 6층601호 (창동,동아청솔아파트)",2023-02-21,64,배당종결,2,1370000000,876800000,953340000,70,3,62.879,19.02,134.94,40.82,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/4505/112730.jpg
247,248,2021-107350(1),아파트,서울특별시,노원구,월계동,320-11,302동,1.0,112,월계3단지사슴아파트,"서울특별시 노원구 월계동 320-11 302동 1층112호 (월계동,월계3단지사슴아파트)",2023-02-21,2,배당종결,6,520000000,136315000,171771000,33,10,26.018,7.87,39.6,11.98,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/107350/155087.jpg
248,249,2020-52228(1),아파트,서울특별시,송파구,가락동,79,,16.0,1601,송파롯데캐슬파인힐,"서울특별시 송파구 가락동 79 16층1601호 (가락동,송파롯데캐슬파인힐)",2023-02-20,100,배당종결,0,1270000000,1270000000,1485000000,117,3,24.616,7.45,180.667,54.65,http://img1.speedauction.co.kr/new_gamimg/2020/A02/2020/52228/14156.jpg
249,250,2021-1074(1),아파트,서울특별시,광진구,중곡동,107-4,,6.0,602,삼보드림아파트,서울특별시 광진구 중곡동 107-4 삼보드림아파트 제6층 제602호,2023-02-20,2,배당종결,3,122500000,62720000,75190000,61,3,9.5,2.87,19.24,5.82,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/1074/30160_AUTO_147.jpg
250,251,2021-109555(1),아파트,서울특별시,동작구,대방동,507,201동,9.0,903,대방2차이-편한세상,"서울특별시 동작구 대방동 507 201동 9층903호 (대방동,대방2차이-편한세상)",2023-02-16,64,배당종결,2,1432000000,916480000,1123678000,78,15,56.642,17.13,131.637,39.82,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/109555/07335_AUTO_409.jpg
251,252,2022-1214(1),아파트,서울특별시,강남구,대치동,503,3동,10.0,1003,우성,"서울특별시 강남구 대치동 503 3동 10층1003호 (대치동,우성)",2023-02-16,64,배당종결,2,1600000000,1024000000,1121000000,70,1,26.245,7.94,47.265,14.3,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1214/252873.jpg
252,253,2022-102728(1),아파트,서울특별시,동작구,상도1동,501-3,1동,4.0,404,현진베스트빌,"서울특별시 동작구 상도1동 501-3 4층404호 (상도1동,현진베스트빌)",2023-02-16,64,배당종결,2,530000000,339200000,413415490,78,11,36.13,10.93,73.05,22.1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/102728/253230.jpg
253,254,2022-103431(1),아파트,서울특별시,강남구,삼성동,98-11,,7.0,701,삼부아그레빌,"서울특별시 강남구 삼성동 98-11 7층701호 (삼성동,삼부아그레빌)",2023-02-16,64,배당종결,2,2110000000,1350400000,1636000000,78,9,39.74,12.02,84.755,25.64,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/103431/253212.jpg
254,255,2020-2244(1),아파트,서울특별시,서초구,방배동,957-7,,8.0,805,대성아파트,"서울특별시 서초구 방배동 957-7 8층805호 (방배동,대성아파트)",2023-02-15,64,배당종결,2,1550000000,992000000,1047579577,68,2,35.7896,10.83,84.93,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/2244/62536.jpg
255,256,2021-102363(1),아파트,서울특별시,서초구,반포동,742-10,,6.0,602,반포쎄레노아파트,"서울특별시 서초구 반포동 742-10 6층602호 (반포동,반포쎄레노아파트)",2023-02-15,2,배당종결,3,940000000,481280000,488590000,52,1,31.91,9.65,84.4,25.53,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/102363/64217.jpg
256,257,2022-1672(1),아파트,서울특별시,강남구,도곡동,467,,16.0,1603,타워팰리스,"서울특별시 강남구 도곡동 467 비동 16층1603호 (도곡동,타워팰리스)",2023-02-15,64,배당종결,2,1930000000,1235200000,1513000000,78,2,11.592,3.51,78.6015,23.78,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1672/114764.jpg
257,258,2022-106546(1),아파트,서울특별시,강남구,압구정동,458,84동,11.0,1105,현대아파트,"서울특별시 강남구 압구정동 458 84동 11층1105호 (압구정동,현대아파트)",2023-02-15,80,배당종결,1,4900000000,3920000000,4610000000,94,7,73.91,22.36,144.2,43.62,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/106546/108458.jpg
258,259,2022-101380(1),아파트,서울특별시,노원구,상계동,1289,202동,11.0,1102,상계불암대림아파트,"서울특별시 노원구 상계동 1289 202동 11층1102호 (상계동,상계불암대림아파트)",2023-02-15,64,배당종결,2,808000000,517120000,625330000,77,15,30.211,9.14,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/101380/215791.jpg
259,260,2021-109517(1),아파트,서울특별시,강남구,도곡동,467,,54.0,5406,타워팰리스,"서울특별시 강남구 도곡동 467 씨동 54층5406호 (도곡동,타워팰리스)",2023-02-14,100,매각,0,2970000000,2970000000,3081000000,104,1,20.24,6.12,137.24,41.52,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/109517/158168.jpg
260,261,2022-1696(1),아파트,서울특별시,서초구,반포동,18-1,125동,26.0,2603,래미안퍼스티지,"서울특별시 서초구 반포동 18-1 125동 26층2603호 (반포동,래미안퍼스티지)",2023-02-14,64,배당종결,2,3060000000,1958400000,2136999000,70,2,32.4908,9.83,59.89,18.12,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1696/09206_AUTO_136.jpg
261,262,2022-101602(1),아파트,서울특별시,관악구,신림동,86-3,,14.0,1407,청암두산위브센티움,"서울특별시 관악구 신림동 86-3 14층1407호 (신림동,청암두산위브센티움)",2023-02-14,64,배당종결,2,718000000,459520000,537100000,75,20,12.11,3.66,84.0,25.41,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101602/48112_AUTO_146.jpg
262,263,2021-57499(1),아파트,서울특별시,은평구,진관동,25,924동,3.0,303,은평뉴타운구파발,"서울특별시 은평구 진관동 25 924동 3층303호 (진관동,은평뉴타운구파발)",2023-02-14,80,배당종결,2,1350000000,1080000000,945000000,70,2,12.11,3.66,134.83,40.79,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/57499/132417.jpg
