,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2_x,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,full_address_road,road_name_x,main_building_no,sub_building_no,postcode,latitude,longitude,apartment_name,building_m2_y,construction_year,contract_price,contract_year,contract_month,contract_date,contract_type,contract_date_full,date_difference
175,2022-3791(1),아파트,2023-07-04,64,잔금납부,2,2160000000,1382400000,1759999999,81,27,82.24,24.88,101.94,30.84,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3791/103378.jpg,서울 강남구 자곡동 611,1168011200,1168070000,서울,강남구,자곡동,611,,605동,11.0,1102,서울 강남구 자곡로 101,자곡로,101,,06374,37.4741297968581,127.094086602214,래미안강남힐즈,91.96,2014.0,1760000000,2022,11,15,중개거래,2022-11-15,231 days
176,2022-3791(1),아파트,2023-07-04,64,잔금납부,2,2160000000,1382400000,1759999999,81,27,82.24,24.88,101.94,30.84,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3791/103378.jpg,서울 강남구 자곡동 611,1168011200,1168070000,서울,강남구,자곡동,611,,605동,11.0,1102,서울 강남구 자곡로 101,자곡로,101,,06374,37.4741297968581,127.094086602214,래미안강남힐즈,91.96,2014.0,1860000000,2021,11,17,중개거래,2021-11-17,594 days
177,2022-3791(1),아파트,2023-07-04,64,잔금납부,2,2160000000,1382400000,1759999999,81,27,82.24,24.88,101.94,30.84,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3791/103378.jpg,서울 강남구 자곡동 611,1168011200,1168070000,서울,강남구,자곡동,611,,605동,11.0,1102,서울 강남구 자곡로 101,자곡로,101,,06374,37.4741297968581,127.094086602214,래미안강남힐즈,101.94,2014.0,2100000000,2021,6,22,,2021-06-22,742 days
178,2019-483(1),아파트,2023-07-04,64,매각,2,537000000,343680000,383330000,71,1,33.95,10.27,54.54,16.5,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2019/483/206359.jpg,서울 서대문구 홍은동 22,1141011800,1141066000,서울,서대문구,홍은동,22,,1동,2.0,204,서울 서대문구 홍은중앙로1길 33,홍은중앙로1길,33,,03613,37.5975065241554,126.944721080693,유원,64.26,1987.0,580000000,2021,9,11,,2021-09-11,661 days
179,2019-483(1),아파트,2023-07-04,64,매각,2,537000000,343680000,383330000,71,1,33.95,10.27,54.54,16.5,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2019/483/206359.jpg,서울 서대문구 홍은동 22,1141011800,1141066000,서울,서대문구,홍은동,22,,1동,2.0,204,서울 서대문구 홍은중앙로1길 33,홍은중앙로1길,33,,03613,37.5975065241554,126.944721080693,유원,84.6,1987.0,520000000,2020,9,29,,2020-09-29,1008 days
180,2021-3232(1),아파트,2023-07-04,64,매각,2,1094000000,700160000,711900000,65,1,65.39,19.78,113.92,34.46,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2021/3232/100923.jpg,서울 은평구 역촌동 232,1138010800,1138062500,서울,은평구,역촌동,232,,103동,7.0,704,서울 은평구 갈현로3나길 23,갈현로3나길,23,,03433,37.6031134891166,126.905988894856,역촌센트레빌,113.92,2011.0,710000000,2020,10,22,,2020-10-22,985 days
181,2022-2410(1),아파트,2023-07-04,64,잔금납부,2,350000000,224000000,245000800,70,2,13.105,3.96,29.97,9.07,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2410/127711.jpg,서울 서대문구 홍제동 463,1141011100,1141064000,서울,서대문구,홍제동,463,,101동,7.0,707,서울 서대문구 문화촌길 6-24,문화촌길,6,24,03625,37.5922766950616,126.949493139598,문화촌현대,84.99,2002.0,830000000,2020,12,12,,2020-12-12,934 days
182,2022-2427(1),아파트,2023-07-04,64,잔금납부,2,1050000000,672000000,725900000,69,2,69.69,21.08,114.92,34.76,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2427/127994.jpg,서울 은평구 응암동 176,1138010700,1138058000,서울,은평구,응암동,176,,104동,4.0,406,서울 은평구 백련산로 146,백련산로,146,,03475,37.5974154551923,126.926148375621,대우푸르지오,84.2,2008.0,700000000,2023,4,8,중개거래,2023-04-08,87 days
183,2022-2427(1),아파트,2023-07-04,64,잔금납부,2,1050000000,672000000,725900000,69,2,69.69,21.08,114.92,34.76,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2427/127994.jpg,서울 은평구 응암동 176,1138010700,1138058000,서울,은평구,응암동,176,,104동,4.0,406,서울 은평구 백련산로 146,백련산로,146,,03475,37.5974154551923,126.926148375621,대우푸르지오,59.58,2008.0,710000000,2021,11,23,중개거래,2021-11-23,588 days
184,2022-55377(1),아파트,2023-07-04,64,매각,2,1220000000,780800000,850000000,70,4,32.1728,9.73,59.98,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55377/127110.jpg,서울 서대문구 남가좌동 390,1141012000,1141070000,서울,서대문구,남가좌동,390,,109동,9.0,905,서울 서대문구 거북골로 100,거북골로,100,,03689,37.5762124068956,126.917460818879,래미안루센티아,59.98,2020.0,830000000,2023,3,15,중개거래,2023-03-15,111 days
185,2022-55377(1),아파트,2023-07-04,64,매각,2,1220000000,780800000,850000000,70,4,32.1728,9.73,59.98,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55377/127110.jpg,서울 서대문구 남가좌동 390,1141012000,1141070000,서울,서대문구,남가좌동,390,,109동,9.0,905,서울 서대문구 거북골로 100,거북골로,100,,03689,37.5762124068956,126.917460818879,래미안루센티아,59.98,2020.0,1220000000,2021,10,10,,2021-10-10,632 days
186,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1.0,102,서울 노원구 동일로245가길 41,동일로245가길,41,,01604,37.6799630377746,127.053504710908,은빛2단지,59.95,1998.0,460000000,2023,3,21,중개거래,2023-03-21,105 days
187,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1.0,102,서울 노원구 동일로245가길 41,동일로245가길,41,,01604,37.6799630377746,127.053504710908,은빛2단지,59.95,1998.0,460000000,2023,3,21,중개거래,2023-03-21,105 days
188,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1.0,102,서울 노원구 동일로245가길 41,동일로245가길,41,,01604,37.6799630377746,127.053504710908,은빛2단지,49.77,1998.0,500000000,2021,8,20,,2021-08-20,683 days
189,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1.0,102,서울 노원구 동일로245가길 41,동일로245가길,41,,01604,37.6799630377746,127.053504710908,은빛2단지,39.7,1998.0,300000000,2020,8,20,,2020-08-20,1048 days
190,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1.0,102,서울 노원구 동일로245가길 41,동일로245가길,41,,01604,37.6799630377746,127.053504710908,은빛2단지,49.77,1998.0,390000000,2020,11,3,,2020-11-03,973 days
191,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1.0,102,서울 노원구 동일로245가길 41,동일로245가길,41,,01604,37.6799630377746,127.053504710908,은빛2단지,39.7,1998.0,290000000,2020,11,6,,2020-11-06,970 days
192,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1.0,102,서울 노원구 동일로245가길 41,동일로245가길,41,,01604,37.6799630377746,127.053504710908,은빛2단지,49.77,1998.0,390000000,2020,12,28,,2020-12-28,918 days
193,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1.0,102,서울 노원구 동일로245가길 41,동일로245가길,41,,01604,37.6799630377746,127.053504710908,은빛2단지,49.77,1998.0,410000000,2021,1,13,,2021-01-13,902 days
194,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1.0,102,서울 노원구 동일로245가길 41,동일로245가길,41,,01604,37.6799630377746,127.053504710908,은빛2단지,59.92,1998.0,530000000,2021,5,31,,2021-05-31,764 days
195,2022-2169(1),아파트,2023-06-29,64,잔금납부,2,639000000,408960000,490010000,77,10,30.74,9.3,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/2169/159282.jpg,서울 구로구 오류동 348,1153010800,1153078000,서울,구로구,오류동,348,,102동,3.0,304,서울 구로구 서해안로 2368,서해안로,2368,,08340,37.4939431824111,126.846593474512,우림필유,59.95,2005.0,630000000,2022,3,12,중개거래,2022-03-12,474 days
196,2022-109244(1),아파트,2023-06-29,2,잔금납부,6,205000000,53739000,53739000,26,1,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/109244/33998_AUTO_52.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,1동,5.0,502,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,20.3,2016.0,150000000,2022,11,14,중개거래,2022-11-14,227 days
197,2022-109244(1),아파트,2023-06-29,2,잔금납부,6,205000000,53739000,53739000,26,1,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/109244/33998_AUTO_52.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,1동,5.0,502,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2022,1,24,중개거래,2022-01-24,521 days
198,2022-109244(1),아파트,2023-06-29,2,잔금납부,6,205000000,53739000,53739000,26,1,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/109244/33998_AUTO_52.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,1동,5.0,502,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2020,8,15,,2020-08-15,1048 days
199,2022-109244(1),아파트,2023-06-29,2,잔금납부,6,205000000,53739000,53739000,26,1,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/109244/33998_AUTO_52.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,1동,5.0,502,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2021,3,9,,2021-03-09,842 days
200,2022-112189(1),아파트,2023-06-28,80,배당종결,1,214000000,171200000,182000000,85,1,8.07,2.44,24.34,7.36,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112189/173852.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,2동,5.0,504,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,20.3,2016.0,150000000,2022,11,14,중개거래,2022-11-14,226 days
201,2022-112189(1),아파트,2023-06-28,80,배당종결,1,214000000,171200000,182000000,85,1,8.07,2.44,24.34,7.36,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112189/173852.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,2동,5.0,504,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2022,1,24,중개거래,2022-01-24,520 days
202,2022-112189(1),아파트,2023-06-28,80,배당종결,1,214000000,171200000,182000000,85,1,8.07,2.44,24.34,7.36,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112189/173852.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,2동,5.0,504,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2020,8,15,,2020-08-15,1047 days
203,2022-112189(1),아파트,2023-06-28,80,배당종결,1,214000000,171200000,182000000,85,1,8.07,2.44,24.34,7.36,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112189/173852.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,2동,5.0,504,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2021,3,9,,2021-03-09,841 days
204,2021-6201(1),아파트,2022-08-25,64,배당종결,2,209000000,133760000,150000000,72,2,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/6201/350952.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,1동,5.0,503,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,20.3,2016.0,150000000,2022,11,14,중개거래,2022-11-14,-81 days
205,2021-6201(1),아파트,2022-08-25,64,배당종결,2,209000000,133760000,150000000,72,2,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/6201/350952.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,1동,5.0,503,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2022,1,24,중개거래,2022-01-24,213 days
206,2021-6201(1),아파트,2022-08-25,64,배당종결,2,209000000,133760000,150000000,72,2,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/6201/350952.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,1동,5.0,503,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2020,8,15,,2020-08-15,740 days
207,2021-6201(1),아파트,2022-08-25,64,배당종결,2,209000000,133760000,150000000,72,2,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/6201/350952.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,1동,5.0,503,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2021,3,9,,2021-03-09,534 days
208,2021-105887(1),아파트,2022-03-22,64,배당종결,2,127000000,81280000,81280000,64,1,5.48,1.66,16.56,5.01,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/105887/165130.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,2동,5.0,501,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,20.3,2016.0,150000000,2022,11,14,중개거래,2022-11-14,-237 days
209,2021-105887(1),아파트,2022-03-22,64,배당종결,2,127000000,81280000,81280000,64,1,5.48,1.66,16.56,5.01,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/105887/165130.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,2동,5.0,501,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2022,1,24,중개거래,2022-01-24,57 days
210,2021-105887(1),아파트,2022-03-22,64,배당종결,2,127000000,81280000,81280000,64,1,5.48,1.66,16.56,5.01,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/105887/165130.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,2동,5.0,501,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2020,8,15,,2020-08-15,584 days
211,2021-105887(1),아파트,2022-03-22,64,배당종결,2,127000000,81280000,81280000,64,1,5.48,1.66,16.56,5.01,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/105887/165130.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,2동,5.0,501,서울 강서구 화곡로 176-19,화곡로,176,19,07727,37.5414637987028,126.841767084008,성재센트리움아파트,25.18,2016.0,190000000,2021,3,9,,2021-03-09,378 days
212,2022-112905(1),아파트,2023-06-28,80,잔금납부,1,521000000,416800000,433777000,83,3,37.7563,11.42,81.3244,24.6,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112905/08778_AUTO_52.jpg,서울 강서구 화곡동 1037-27,1150010300,1150056000,서울,강서구,화곡동,1037,27,,1.0,102,서울 강서구 강서로35길 58,강서로35길,58,,07708,37.5427519726769,126.835644198506,제이월드,60.6683,2001.0,390000000,2022,1,8,중개거래,2022-01-08,536 days
213,2023-100095(1),아파트,2023-06-27,80,잔금납부,1,2110000000,1688000000,1867110000,88,3,52.906,16.0,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100095/118908.jpg,서울 강서구 화곡동 1037-27,1150010300,1150056000,서울,강서구,화곡동,1037,27,,1.0,102,서울 강서구 강서로35길 58,강서로35길,58,,07708,37.5427519726769,126.835644198506,제이월드,60.6683,2001.0,390000000,2022,1,8,중개거래,2022-01-08,535 days
214,2022-2809(1),아파트,2023-06-27,80,잔금납부,1,1300000000,1040000000,1061200999,82,1,35.833,10.84,84.978,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2809/73673.jpg,서울 마포구 창전동 440,1144011400,1144065500,서울,마포구,창전동,440,,105동,5.0,501,서울 마포구 서강로 83,서강로,83,,04063,37.5510214470247,126.931850132328,창전동현대홈타운,84.978,2005.0,1150000000,2020,11,3,,2020-11-03,966 days
215,2022-920(1),아파트,2023-06-27,64,매각,2,1043000000,667520000,711000000,68,1,47.34,14.32,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/920/74411.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,106동,13.0,1304,서울 강북구 삼양로19길 25,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,84.97,2010.0,770000000,2023,1,26,중개거래,2023-01-26,152 days
216,2022-920(1),아파트,2023-06-27,64,매각,2,1043000000,667520000,711000000,68,1,47.34,14.32,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/920/74411.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,106동,13.0,1304,서울 강북구 삼양로19길 25,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,59.6,2010.0,650000000,2023,2,4,중개거래,2023-02-04,143 days
217,2022-920(1),아파트,2023-06-27,64,매각,2,1043000000,667520000,711000000,68,1,47.34,14.32,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/920/74411.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,106동,13.0,1304,서울 강북구 삼양로19길 25,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,59.6,2010.0,700000000,2023,7,24,중개거래,2023-07-24,-27 days
218,2022-920(1),아파트,2023-06-27,64,매각,2,1043000000,667520000,711000000,68,1,47.34,14.32,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/920/74411.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,106동,13.0,1304,서울 강북구 삼양로19길 25,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,59.6,2010.0,790000000,2020,11,3,,2020-11-03,966 days
219,2022-1077(1),아파트,2023-06-27,64,매각,2,861000000,551040000,665020000,77,10,31.083,9.4,59.732,18.07,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/1077/74724.jpg,서울 동대문구 휘경동 366,1123010900,1123073000,서울,동대문구,휘경동,366,,101동,9.0,904,서울 동대문구 한천로 300,한천로,300,,02511,37.5874102629887,127.068693094024,동일스위트리버,59.732,2007.0,850000000,2022,3,13,중개거래,2022-03-13,471 days
220,2022-103744(1),아파트,2023-06-27,64,잔금납부,2,829000000,530560000,581110000,70,5,43.31,13.1,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103744/53793_AUTO_52.jpg,서울 강북구 미아동 1354,1130510100,1130553400,서울,강북구,미아동,1354,,102동,10.0,1003,서울 강북구 솔샘로 159,솔샘로,159,,01186,37.6211496720682,127.010827075164,벽산라이브파크,60.0,2004.0,500000000,2022,12,17,중개거래,2022-12-17,192 days
221,2022-103744(1),아파트,2023-06-27,64,잔금납부,2,829000000,530560000,581110000,70,5,43.31,13.1,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103744/53793_AUTO_52.jpg,서울 강북구 미아동 1354,1130510100,1130553400,서울,강북구,미아동,1354,,102동,10.0,1003,서울 강북구 솔샘로 159,솔샘로,159,,01186,37.6211496720682,127.010827075164,벽산라이브파크,60.0,2004.0,500000000,2023,5,1,중개거래,2023-05-01,57 days
222,2022-103744(1),아파트,2023-06-27,64,잔금납부,2,829000000,530560000,581110000,70,5,43.31,13.1,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103744/53793_AUTO_52.jpg,서울 강북구 미아동 1354,1130510100,1130553400,서울,강북구,미아동,1354,,102동,10.0,1003,서울 강북구 솔샘로 159,솔샘로,159,,01186,37.6211496720682,127.010827075164,벽산라이브파크,114.68,2004.0,670000000,2023,7,3,중개거래,2023-07-03,-6 days
223,2022-103744(1),아파트,2023-06-27,64,잔금납부,2,829000000,530560000,581110000,70,5,43.31,13.1,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103744/53793_AUTO_52.jpg,서울 강북구 미아동 1354,1130510100,1130553400,서울,강북구,미아동,1354,,102동,10.0,1003,서울 강북구 솔샘로 159,솔샘로,159,,01186,37.6211496720682,127.010827075164,벽산라이브파크,59.67,2004.0,530000000,2020,9,12,,2020-09-12,1018 days
224,2022-103744(1),아파트,2023-06-27,64,잔금납부,2,829000000,530560000,581110000,70,5,43.31,13.1,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103744/53793_AUTO_52.jpg,서울 강북구 미아동 1354,1130510100,1130553400,서울,강북구,미아동,1354,,102동,10.0,1003,서울 강북구 솔샘로 159,솔샘로,159,,01186,37.6211496720682,127.010827075164,벽산라이브파크,60.0,2004.0,590000000,2020,11,14,,2020-11-14,955 days
225,2022-103744(1),아파트,2023-06-27,64,잔금납부,2,829000000,530560000,581110000,70,5,43.31,13.1,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103744/53793_AUTO_52.jpg,서울 강북구 미아동 1354,1130510100,1130553400,서울,강북구,미아동,1354,,102동,10.0,1003,서울 강북구 솔샘로 159,솔샘로,159,,01186,37.6211496720682,127.010827075164,벽산라이브파크,59.67,2004.0,640000000,2021,7,2,,2021-07-02,725 days
226,2022-556(1),아파트,2023-06-22,41,잔금납부,4,1135000000,464896000,613300000,54,1,16.84,5.09,42.42,12.83,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/556/119656.jpg,서울 서초구 잠원동 51,1165010600,1165054000,서울,서초구,잠원동,51,,1동,2.0,203,서울 서초구 잠원로 202-11,잠원로,202,11,06516,37.5192140645955,127.01465768356,훼미리,84.69,1992.0,1870000000,2021,5,11,,2021-05-11,772 days
227,2022-107372(1),아파트,2023-06-21,80,잔금납부,1,4340000000,3472000000,3654999000,84,5,62.0489,18.77,134.902,40.81,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107372/100596.jpg,서울 강남구 도곡동 527,1168011800,1168065600,서울,강남구,도곡동,527,,302동,5.0,504,서울 강남구 선릉로 221,선릉로,221,,06276,37.4935418220116,127.050547158351,도곡렉슬,119.891,2006.0,2650000000,2023,1,9,중개거래,2023-01-09,163 days
228,2022-107372(1),아파트,2023-06-21,80,잔금납부,1,4340000000,3472000000,3654999000,84,5,62.0489,18.77,134.902,40.81,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107372/100596.jpg,서울 강남구 도곡동 527,1168011800,1168065600,서울,강남구,도곡동,527,,302동,5.0,504,서울 강남구 선릉로 221,선릉로,221,,06276,37.4935418220116,127.050547158351,도곡렉슬,59.9772,2006.0,1600000000,2023,1,20,중개거래,2023-01-20,152 days
229,2022-107372(1),아파트,2023-06-21,80,잔금납부,1,4340000000,3472000000,3654999000,84,5,62.0489,18.77,134.902,40.81,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107372/100596.jpg,서울 강남구 도곡동 527,1168011800,1168065600,서울,강남구,도곡동,527,,302동,5.0,504,서울 강남구 선릉로 221,선릉로,221,,06276,37.4935418220116,127.050547158351,도곡렉슬,114.993,2006.0,3560000000,2023,4,1,중개거래,2023-04-01,81 days
230,2022-107372(1),아파트,2023-06-21,80,잔금납부,1,4340000000,3472000000,3654999000,84,5,62.0489,18.77,134.902,40.81,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107372/100596.jpg,서울 강남구 도곡동 527,1168011800,1168065600,서울,강남구,도곡동,527,,302동,5.0,504,서울 강남구 선릉로 221,선릉로,221,,06276,37.4935418220116,127.050547158351,도곡렉슬,84.9231,2006.0,2600000000,2023,5,29,중개거래,2023-05-29,23 days
231,2022-107372(1),아파트,2023-06-21,80,잔금납부,1,4340000000,3472000000,3654999000,84,5,62.0489,18.77,134.902,40.81,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107372/100596.jpg,서울 강남구 도곡동 527,1168011800,1168065600,서울,강남구,도곡동,527,,302동,5.0,504,서울 강남구 선릉로 221,선릉로,221,,06276,37.4935418220116,127.050547158351,도곡렉슬,84.9984,2006.0,2680000000,2023,6,28,중개거래,2023-06-28,-7 days
