,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2_x,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,full_address_road,road_name_x,main_building_no,sub_building_no,postcode,latitude,longitude,apartment_name,building_m2_y,construction_year,contract_price,contract_year,contract_month,contract_date,contract_type,contract_date_full,date_difference
1497,2020-52754(1),아파트,2021-04-26,100,배당종결,0,869000000,869000000,1185699900,136,3,45.72,13.83,84.82,25.66,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52754/379107.jpg,서울 성동구 금호동1가 633,1120010900,1120059000,서울,성동구,금호동1가,633,,101동,4.0,404,서울 성동구 금호로 100,금호로,100,,04718,37.5516933617965,127.027222938391,벽산,84.82,2001.0,1400000000,2021,9,10,,2021-09-10,-137 days
1498,2020-52754(1),아파트,2021-04-26,100,배당종결,0,869000000,869000000,1185699900,136,3,45.72,13.83,84.82,25.66,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52754/379107.jpg,서울 성동구 금호동1가 633,1120010900,1120059000,서울,성동구,금호동1가,633,,101동,4.0,404,서울 성동구 금호로 100,금호로,100,,04718,37.5516933617965,127.027222938391,벽산,84.82,2001.0,1000000000,2020,8,11,,2020-08-11,258 days
1499,2020-52754(1),아파트,2021-04-26,100,배당종결,0,869000000,869000000,1185699900,136,3,45.72,13.83,84.82,25.66,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52754/379107.jpg,서울 성동구 금호동1가 633,1120010900,1120059000,서울,성동구,금호동1가,633,,101동,4.0,404,서울 성동구 금호로 100,금호로,100,,04718,37.5516933617965,127.027222938391,벽산,84.82,2001.0,1090000000,2020,11,28,,2020-11-28,149 days
1500,2020-107803(1),아파트,2021-04-26,100,배당종결,0,625000000,625000000,711000000,114,4,57.684,17.45,84.956,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/107803/298770.jpg,서울 중랑구 망우동 583,1126010500,1126065500,서울,중랑구,망우동,583,,103동,11.0,1101,서울 중랑구 망우로75길 19,망우로75길,19,,02065,37.602359686168,127.104954882562,중랑숲리가,59.89,2012.0,680000000,2021,10,21,,2021-10-21,-178 days
1501,2020-107803(1),아파트,2021-04-26,100,배당종결,0,625000000,625000000,711000000,114,4,57.684,17.45,84.956,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/107803/298770.jpg,서울 중랑구 망우동 583,1126010500,1126065500,서울,중랑구,망우동,583,,103동,11.0,1101,서울 중랑구 망우로75길 19,망우로75길,19,,02065,37.602359686168,127.104954882562,중랑숲리가,84.956,2012.0,850000000,2021,12,16,중개거래,2021-12-16,-234 days
1502,2020-6792(1),아파트,2021-04-21,100,배당종결,0,107000000,107000000,168100000,157,4,10.86,3.29,31.41,9.5,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/6792/40138_AUTO_247.jpg,서울 구로구 구로동 792-103,1153010200,1153054000,서울,구로구,구로동,792,103,,1.0,101,서울 구로구 도림로10길 5-34,도림로10길,5,34,08373,37.4865649999359,126.888344697752,(792-103),31.41,1996.0,250000000,2021,12,22,중개거래,2021-12-22,-245 days
1503,2020-52015(1),아파트,2021-04-20,100,배당종결,0,472000000,472000000,611000000,129,7,10.615,3.21,98.89,29.91,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/52015/47625.jpg,서울 서대문구 대현동 101-7,1141011200,1141058500,서울,서대문구,대현동,101,7,,16.0,1605,서울 서대문구 신촌역로 10,신촌역로,10,,03766,37.5576401302684,126.943170032589,혜우,129.9,1996.0,880000000,2021,11,22,중개거래,2021-11-22,-216 days
1504,2020-1015(1),아파트,2021-04-19,100,배당종결,0,1390000000,1390000000,1828000000,132,16,71.0782,21.5,143.36,43.37,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1015/93536.jpg,서울 광진구 자양동 813,1121510500,1121583000,서울,광진구,자양동,813,,101동,11.0,1102,서울 광진구 구의강변로1길 44,구의강변로1길,44,,05114,37.5300176447303,127.089792805342,광진하우스토리한강,141.54,2008.0,2070000000,2023,7,17,중개거래,2023-07-17,-819 days
1505,2020-1756(1),아파트,2021-04-19,100,배당종결,0,1030000000,1030000000,1301510000,126,7,45.426,13.74,84.93,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1756/198678.jpg,서울 송파구 장지동 849,1171010900,1171064600,서울,송파구,장지동,849,,308동,3.0,301,서울 송파구 충민로 152,충민로,152,,05792,37.4838849061894,127.132938562438,송파파인타운3단지,84.93,2008.0,1090000000,2023,3,29,중개거래,2023-03-29,-709 days
1506,2020-1756(1),아파트,2021-04-19,100,배당종결,0,1030000000,1030000000,1301510000,126,7,45.426,13.74,84.93,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1756/198678.jpg,서울 송파구 장지동 849,1171010900,1171064600,서울,송파구,장지동,849,,308동,3.0,301,서울 송파구 충민로 152,충민로,152,,05792,37.4838849061894,127.132938562438,송파파인타운3단지,84.93,2008.0,1080000000,2023,7,13,중개거래,2023-07-13,-815 days
1507,2020-1756(1),아파트,2021-04-19,100,배당종결,0,1030000000,1030000000,1301510000,126,7,45.426,13.74,84.93,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1756/198678.jpg,서울 송파구 장지동 849,1171010900,1171064600,서울,송파구,장지동,849,,308동,3.0,301,서울 송파구 충민로 152,충민로,152,,05792,37.4838849061894,127.132938562438,송파파인타운3단지,84.98,2008.0,1460000000,2021,9,1,,2021-09-01,-135 days
1508,2020-1756(1),아파트,2021-04-19,100,배당종결,0,1030000000,1030000000,1301510000,126,7,45.426,13.74,84.93,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1756/198678.jpg,서울 송파구 장지동 849,1171010900,1171064600,서울,송파구,장지동,849,,308동,3.0,301,서울 송파구 충민로 152,충민로,152,,05792,37.4838849061894,127.132938562438,송파파인타운3단지,84.94,2008.0,1140000000,2020,8,12,,2020-08-12,250 days
1509,2020-1756(1),아파트,2021-04-19,100,배당종결,0,1030000000,1030000000,1301510000,126,7,45.426,13.74,84.93,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1756/198678.jpg,서울 송파구 장지동 849,1171010900,1171064600,서울,송파구,장지동,849,,308동,3.0,301,서울 송파구 충민로 152,충민로,152,,05792,37.4838849061894,127.132938562438,송파파인타운3단지,84.93,2008.0,1200000000,2020,11,21,,2020-11-21,149 days
1510,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,470000000,2023,1,13,중개거래,2023-01-13,-634 days
1511,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,510000000,2023,1,19,중개거래,2023-01-19,-640 days
1512,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,480000000,2023,1,27,중개거래,2023-01-27,-648 days
1513,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,500000000,2023,2,24,중개거래,2023-02-24,-676 days
1514,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,700000000,2021,8,5,,2021-08-05,-108 days
1515,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,660000000,2021,8,12,,2021-08-12,-115 days
1516,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,550000000,2020,11,7,,2020-11-07,163 days
1517,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,570000000,2020,11,13,,2020-11-13,157 days
1518,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,600000000,2021,1,2,,2021-01-02,107 days
1519,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,630000000,2021,1,7,,2021-01-07,102 days
1520,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,640000000,2021,4,21,,2021-04-21,-2 days
1521,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,610000000,2021,4,22,,2021-04-22,-3 days
1522,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,620000000,2021,5,24,,2021-05-24,-35 days
1523,2020-5228(1),아파트,2021-04-19,100,배당종결,0,534000000,534000000,601199990,113,10,34.047,10.3,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg,서울 도봉구 도봉동 30-1,1132010800,1132052200,서울,도봉구,도봉동,30,1,117동,3.0,303,서울 도봉구 마들로 859-19,마들로,859,19,01318,37.6862789968232,127.047810838565,한신,84.94,1995.0,670000000,2021,7,15,,2021-07-15,-87 days
1524,2020-105419(1),아파트,2021-04-13,80,배당종결,1,2625000000,2100000000,2330000000,89,6,106.244,32.14,187.215,56.63,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/105419/05930_AUTO_580.jpg,서울 강남구 도곡동 970,1168011800,1168065500,서울,강남구,도곡동,970,,104동,5.0,503,서울 강남구 도곡로14길 21,도곡로14길,21,,06263,37.489845156745,127.037810239458,도곡3차아이파크,187.215,2007.0,3100000000,2022,4,4,중개거래,2022-04-04,-356 days
1525,2020-4287(1),아파트,2021-04-12,100,배당종결,0,800000000,800000000,823888888,103,5,33.2508,10.06,59.75,18.07,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/4287/45060.jpg,서울 성북구 길음동 1282,1129013400,1129066000,서울,성북구,길음동,1282,,508동,14.0,1402,서울 성북구 길음로 74,길음로,74,,02724,37.6096855257791,127.020710239187,길음뉴타운5단지(래미안),59.75,2006.0,830000000,2020,12,31,,2020-12-31,102 days
1526,2020-4287(1),아파트,2021-04-12,100,배당종결,0,800000000,800000000,823888888,103,5,33.2508,10.06,59.75,18.07,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/4287/45060.jpg,서울 성북구 길음동 1282,1129013400,1129066000,서울,성북구,길음동,1282,,508동,14.0,1402,서울 성북구 길음로 74,길음로,74,,02724,37.6096855257791,127.020710239187,길음뉴타운5단지(래미안),59.75,2006.0,870000000,2021,3,6,,2021-03-06,37 days
1527,2020-100291(1),아파트,2021-04-12,80,배당종결,1,460000000,368000000,435600000,95,3,33.2508,10.06,70.84,21.43,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/100291/266714.jpg,서울 동대문구 장안동 365-4,1123010600,1123066000,서울,동대문구,장안동,365,4,,6.0,601,서울 동대문구 장한로20길 7,장한로20길,7,,02639,37.5692905479454,127.070535892189,서희스타힐스,47.28,2013.0,380000000,2021,2,6,,2021-02-06,65 days
1528,2020-105449(1),아파트,2021-04-12,100,배당종결,0,582000000,582000000,704000000,121,8,25.26,7.64,113.05,34.2,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/105449/44199.jpg,서울 성북구 동선동1가 121-6,1129011600,1129057500,서울,성북구,동선동1가,121,6,101동,7.0,704,서울 성북구 동소문로20나길 47,동소문로20나길,47,,02845,37.5930327773352,127.019165692086,코아루센타시아,113.02,2010.0,840000000,2021,7,10,,2021-07-10,-89 days
1529,2020-104911(1),아파트,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,19동,2.0,203,서울 중구 다산로 32,다산로,32,,04595,37.5486807945139,127.008880476432,남산타운,59.94,2002.0,1050000000,2022,5,20,중개거래,2022-05-20,-408 days
1530,2020-104911(1),아파트,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,19동,2.0,203,서울 중구 다산로 32,다산로,32,,04595,37.5486807945139,127.008880476432,남산타운,114.88,2002.0,1270000000,2020,9,7,,2020-09-07,212 days
1531,2020-104911(1),아파트,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,19동,2.0,203,서울 중구 다산로 32,다산로,32,,04595,37.5486807945139,127.008880476432,남산타운,114.88,2002.0,1370000000,2020,11,21,,2020-11-21,137 days
1532,2020-104911(1),아파트,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,19동,2.0,203,서울 중구 다산로 32,다산로,32,,04595,37.5486807945139,127.008880476432,남산타운,59.94,2002.0,1010000000,2020,12,12,,2020-12-12,116 days
1533,2020-104911(1),아파트,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,19동,2.0,203,서울 중구 다산로 32,다산로,32,,04595,37.5486807945139,127.008880476432,남산타운,114.88,2002.0,1400000000,2020,12,29,,2020-12-29,99 days
1534,2020-104911(1),아파트,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,19동,2.0,203,서울 중구 다산로 32,다산로,32,,04595,37.5486807945139,127.008880476432,남산타운,59.94,2002.0,1030000000,2021,4,12,,2021-04-12,-5 days
1535,2020-104911(1),아파트,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,19동,2.0,203,서울 중구 다산로 32,다산로,32,,04595,37.5486807945139,127.008880476432,남산타운,84.88,2002.0,1320000000,2021,6,12,,2021-06-12,-66 days
1536,2020-104911(1),아파트,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,19동,2.0,203,서울 중구 다산로 32,다산로,32,,04595,37.5486807945139,127.008880476432,남산타운,84.88,2002.0,1310000000,2021,7,15,,2021-07-15,-99 days
1537,2020-104911(1),아파트,2021-04-07,100,배당종결,0,1020000000,1020000000,1110820000,109,2,46.111,13.95,84.88,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,19동,2.0,203,서울 중구 다산로 32,다산로,32,,04595,37.5486807945139,127.008880476432,남산타운,84.88,2002.0,1310000000,2021,7,15,,2021-07-15,-99 days
1538,2020-5898(1),아파트,2021-04-07,100,배당종결,0,668000000,668000000,732600000,110,1,28.5248,8.63,58.03,17.55,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/5898/48446_AUTO_508.jpg,서울 구로구 구로동 1280,1153010200,1153054000,서울,구로구,구로동,1280,,104동,17.0,1701,서울 구로구 디지털로31길 120,디지털로31길,120,,08371,37.4885093277413,126.890801238217,한신휴플러스(1280-0),50.17,2007.0,700000000,2021,11,23,중개거래,2021-11-23,-230 days
1539,2020-2179(1),아파트,2021-04-05,100,배당종결,0,1025000000,1025000000,1179999000,115,6,17.886,5.41,59.91,18.12,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/2179/15725.jpg,서울 송파구 가락동 95-1,1171010700,1171062000,서울,송파구,가락동,95,1,106동,15.0,1501,서울 송파구 송파대로32길 15,송파대로32길,15,,05710,37.496363142953,127.116362425198,가락금호아파트,85.0,1997.0,1050000000,2022,12,20,중개거래,2022-12-20,-624 days
1540,2020-2179(1),아파트,2021-04-05,100,배당종결,0,1025000000,1025000000,1179999000,115,6,17.886,5.41,59.91,18.12,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/2179/15725.jpg,서울 송파구 가락동 95-1,1171010700,1171062000,서울,송파구,가락동,95,1,106동,15.0,1501,서울 송파구 송파대로32길 15,송파대로32길,15,,05710,37.496363142953,127.116362425198,가락금호아파트,59.91,1997.0,970000000,2023,1,28,중개거래,2023-01-28,-663 days
1541,2020-2179(1),아파트,2021-04-05,100,배당종결,0,1025000000,1025000000,1179999000,115,6,17.886,5.41,59.91,18.12,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/2179/15725.jpg,서울 송파구 가락동 95-1,1171010700,1171062000,서울,송파구,가락동,95,1,106동,15.0,1501,서울 송파구 송파대로32길 15,송파대로32길,15,,05710,37.496363142953,127.116362425198,가락금호아파트,59.91,1997.0,1230000000,2021,11,20,중개거래,2021-11-20,-229 days
1542,2020-2179(1),아파트,2021-04-05,100,배당종결,0,1025000000,1025000000,1179999000,115,6,17.886,5.41,59.91,18.12,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/2179/15725.jpg,서울 송파구 가락동 95-1,1171010700,1171062000,서울,송파구,가락동,95,1,106동,15.0,1501,서울 송파구 송파대로32길 15,송파대로32길,15,,05710,37.496363142953,127.116362425198,가락금호아파트,85.0,1997.0,1480000000,2021,5,5,,2021-05-05,-30 days
1543,2019-107286(1),아파트,2021-04-05,100,배당종결,0,752000000,752000000,911440000,121,2,24.558,7.43,51.756,15.66,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/107286/15618_AUTO_33.jpg,서울 강서구 염창동 309,1150010100,1150051000,서울,강서구,염창동,309,,101동,12.0,1208,서울 강서구 공항대로 583,공항대로,583,,07560,37.5489515385441,126.870778019807,e편한세상염창,84.9529,2019.0,1290000000,2023,6,14,중개거래,2023-06-14,-800 days
1544,2019-107286(1),아파트,2021-04-05,100,배당종결,0,752000000,752000000,911440000,121,2,24.558,7.43,51.756,15.66,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/107286/15618_AUTO_33.jpg,서울 강서구 염창동 309,1150010100,1150051000,서울,강서구,염창동,309,,101동,12.0,1208,서울 강서구 공항대로 583,공항대로,583,,07560,37.5489515385441,126.870778019807,e편한세상염창,84.9529,2019.0,1450000000,2021,6,23,,2021-06-23,-79 days
1545,2020-6365(1),아파트,2021-04-05,100,매각,0,765000000,765000000,808000000,106,3,43.743,13.23,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/6365/18194.jpg,서울 강서구 등촌동 701,1150010200,1150053500,서울,강서구,등촌동,701,,107동,3.0,302,서울 강서구 공항대로 351-21,공항대로,351,21,07587,37.559838467768,126.847028675022,"진로,미주아파트",84.96,1994.0,820000000,2021,4,14,,2021-04-14,-9 days
1546,2020-7320(1),아파트,2021-04-05,100,배당종결,0,1703000000,1703000000,1810300000,106,2,87.65,26.51,95.67,28.94,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/7320/18155.jpg,서울 양천구 목동 902,1147010200,1147055000,서울,양천구,목동,902,,220동,14.0,1401,서울 양천구 목동서로 70,목동서로,70,,07981,37.537476456673,126.875940767923,목동신시가지2,95.67,1986.0,1850000000,2020,10,22,,2020-10-22,165 days
1547,2020-7320(1),아파트,2021-04-05,100,배당종결,0,1703000000,1703000000,1810300000,106,2,87.65,26.51,95.67,28.94,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/7320/18155.jpg,서울 양천구 목동 902,1147010200,1147055000,서울,양천구,목동,902,,220동,14.0,1401,서울 양천구 목동서로 70,목동서로,70,,07981,37.537476456673,126.875940767923,목동신시가지2,116.82,1986.0,2300000000,2021,2,9,,2021-02-09,55 days
1548,2020-101420(1),아파트,2021-04-05,100,배당종결,0,619000000,619000000,780250000,126,6,34.277,10.37,59.78,18.08,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/101420/150529.jpg,서울 양천구 신월동 1055,1147010300,1147057000,서울,양천구,신월동,1055,,101동,7.0,701,서울 양천구 신월로20길 7,신월로20길,7,,08063,37.5189928802422,126.845676287504,신정두산위브,59.78,2012.0,940000000,2021,12,24,중개거래,2021-12-24,-263 days
1549,2020-101420(1),아파트,2021-04-05,100,배당종결,0,619000000,619000000,780250000,126,6,34.277,10.37,59.78,18.08,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/101420/150529.jpg,서울 양천구 신월동 1055,1147010300,1147057000,서울,양천구,신월동,1055,,101동,7.0,701,서울 양천구 신월로20길 7,신월로20길,7,,08063,37.5189928802422,126.845676287504,신정두산위브,84.22,2012.0,910000000,2020,10,6,,2020-10-06,181 days
1550,2020-101420(1),아파트,2021-04-05,100,배당종결,0,619000000,619000000,780250000,126,6,34.277,10.37,59.78,18.08,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/101420/150529.jpg,서울 양천구 신월동 1055,1147010300,1147057000,서울,양천구,신월동,1055,,101동,7.0,701,서울 양천구 신월로20길 7,신월로20길,7,,08063,37.5189928802422,126.845676287504,신정두산위브,107.57,2012.0,1090000000,2020,10,17,,2020-10-17,170 days
1551,2019-110552(1),아파트,2021-04-01,100,배당종결,0,446000000,446000000,503300000,113,2,9.89,2.99,49.92,15.1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2019/110552/90325.jpg,서울 서초구 서초동 1671-5,1165010800,1165051000,서울,서초구,서초동,1671,5,,6.0,622,서울 서초구 서초중앙로22길 25,서초중앙로22길,25,,06634,37.4934729686325,127.015440252256,대림서초리시온,49.92,2003.0,490000000,2020,8,27,,2020-08-27,217 days
1552,2019-110552(1),아파트,2021-04-01,100,배당종결,0,446000000,446000000,503300000,113,2,9.89,2.99,49.92,15.1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2019/110552/90325.jpg,서울 서초구 서초동 1671-5,1165010800,1165051000,서울,서초구,서초동,1671,5,,6.0,622,서울 서초구 서초중앙로22길 25,서초중앙로22길,25,,06634,37.4934729686325,127.015440252256,대림서초리시온,49.92,2003.0,490000000,2020,9,17,,2020-09-17,196 days
1553,2019-110552(1),아파트,2021-04-01,100,배당종결,0,446000000,446000000,503300000,113,2,9.89,2.99,49.92,15.1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2019/110552/90325.jpg,서울 서초구 서초동 1671-5,1165010800,1165051000,서울,서초구,서초동,1671,5,,6.0,622,서울 서초구 서초중앙로22길 25,서초중앙로22길,25,,06634,37.4934729686325,127.015440252256,대림서초리시온,45.72,2003.0,440000000,2021,2,22,,2021-02-22,38 days
1554,2020-2356(1),아파트,2021-03-31,41,배당종결,4,186000000,76186000,85550000,46,1,8.76,2.65,27.77,8.4,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/2356/171049.jpg,서울 강서구 화곡동 894-1,1150010300,1150059300,서울,강서구,화곡동,894,1,,8.0,802,서울 강서구 곰달래로26길 12,곰달래로26길,12,,07781,37.5302210985916,126.849043816867,산내들,27.77,2012.0,220000000,2023,6,24,중개거래,2023-06-24,-815 days
